item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
4932.YGL135W	4932.YMR286W	catalysis		t	t	227
4932.YGL135W	4932.YMR286W	binding		f	f	226
4932.YGL135W	4932.YMR286W	reaction		t	f	227
4932.YER103W	4932.YJL045W	binding		f	t	187
4932.YHR115C	4932.YPL110C	reaction		t	t	155
4932.YHR115C	4932.YPL110C	catalysis		t	t	155
4932.YHR115C	4932.YPL110C	binding		f	t	155
4932.YDL084W	4932.YJR036C	reaction		t	t	183
4932.YHR207C	4932.YMR037C	reaction		t	t	188
4932.YHR207C	4932.YMR037C	catalysis		t	f	188
4932.YHR207C	4932.YMR037C	binding		f	f	188
4932.YBR187W	4932.YDR381W	binding		f	t	279
4932.YNL290W	4932.YOR144C	catalysis		t	t	394
4932.YNL290W	4932.YOR144C	binding		f	f	917
4932.YNL290W	4932.YOR144C	reaction		t	t	394
4932.YIL018W	4932.YPL081W	reaction		f	f	573
4932.YIL018W	4932.YPL081W	binding		f	f	573
4932.YIL018W	4932.YPL081W	catalysis		t	t	573
4932.YCL024W	4932.YKR008W	catalysis		t	t	181
4932.YCL024W	4932.YKR008W	activation	activation	t	t	188
4932.YCL024W	4932.YKR008W	binding		f	f	181
4932.YCL024W	4932.YKR008W	reaction		t	f	181
4932.YER102W	4932.YOL040C	binding		f	f	961
4932.YER102W	4932.YOL040C	catalysis		t	f	961
4932.YER102W	4932.YOL040C	reaction		f	f	961
4932.YER102W	4932.YOL040C	expression		t	f	187
4932.YAL011W	4932.YLR085C	binding		f	f	900
4932.YEL003W	4932.YIL138C	binding		f	t	727
4932.YDR192C	4932.YDR335W	binding		f	f	210
4932.YKR057W	4932.YOL111C	reaction		t	t	226
4932.YKR057W	4932.YOL111C	catalysis		t	f	226
4932.YKR057W	4932.YOL111C	binding		f	f	226
4932.YBR118W	4932.YDL081C	reaction		t	t	258
4932.YBR118W	4932.YDL081C	catalysis		t	f	258
4932.YBR118W	4932.YDL081C	binding		f	f	258
4932.YBL026W	4932.YDR378C	reaction		f	f	787
4932.YBL026W	4932.YDR378C	binding		f	t	992
4932.YDR030C	4932.YML078W	reaction		t	t	900
4932.YDR030C	4932.YML078W	binding		f	t	900
4932.YDR030C	4932.YML078W	catalysis		t	f	900
4932.YCR079W	4932.YKL198C	catalysis		t	f	188
4932.YCR079W	4932.YKL198C	binding		f	t	188
4932.YCR079W	4932.YKL198C	activation	activation	f	f	188
4932.YCR079W	4932.YKL198C	ptmod		t	t	185
4932.YCR079W	4932.YKL198C	inhibition	inhibition	f	t	222
4932.YCR079W	4932.YKL198C	reaction		t	t	188
4932.YML063W	4932.YPL237W	reaction		t	t	961
4932.YML063W	4932.YPL237W	binding		f	t	961
4932.YML063W	4932.YPL237W	activation	activation	t	f	433
4932.YCR084C	4932.YML069W	binding		f	t	568
4932.YGR054W	4932.YLL045C	reaction		t	t	157
4932.YGR054W	4932.YLL045C	binding		f	t	157
4932.YER131W	4932.YMR158W	catalysis		t	f	345
4932.YER131W	4932.YMR158W	binding		f	t	345
4932.YER131W	4932.YMR158W	reaction		t	f	345
4932.YGL210W	4932.YGR100W	activation	activation	t	f	169
4932.YGL210W	4932.YGR100W	reaction		t	t	169
4932.YGL210W	4932.YGR100W	inhibition	inhibition	f	f	169
4932.YGL210W	4932.YGR100W	binding		f	f	169
4932.YHR205W	4932.YOR246C	activation	activation	t	t	185
4932.YHR205W	4932.YOR246C	ptmod		t	f	172
4932.YHR205W	4932.YOR246C	binding		f	f	172
4932.YGR118W	4932.YNL096C	reaction		t	t	635
4932.YGR118W	4932.YNL096C	catalysis		t	f	635
4932.YGR118W	4932.YNL096C	binding		f	f	635
4932.YBR198C	4932.YDR311W	reaction		t	f	910
4932.YBR198C	4932.YDR311W	catalysis		t	f	910
4932.YBR198C	4932.YDR311W	binding		f	t	910
4932.YBR081C	4932.YKR103W	activation	activation	t	t	183
4932.YBR081C	4932.YKR103W	expression		t	f	161
4932.YNR016C	4932.YPL150W	binding		f	t	203
4932.YNR016C	4932.YPL150W	inhibition	inhibition	f	f	368
4932.YNR016C	4932.YPL150W	catalysis		t	f	705
4932.YNR016C	4932.YPL150W	ptmod		f	f	368
4932.YGL078C	4932.YGR034W	binding		f	t	179
4932.YGL078C	4932.YGR034W	reaction		f	f	179
4932.YGL078C	4932.YGR034W	catalysis		t	f	179
4932.YIL150C	4932.YLR442C	reaction		f	f	631
4932.YIL150C	4932.YLR442C	binding		f	t	631
4932.YKL010C	4932.YOR353C	catalysis		t	f	155
4932.YKL010C	4932.YOR353C	reaction		t	t	155
4932.YGL064C	4932.YMR128W	reaction		t	f	188
4932.YBR254C	4932.YPL235W	binding		f	t	291
4932.YJR145C	4932.YKL203C	catalysis		t	t	904
4932.YJR145C	4932.YKL203C	binding		f	t	904
4932.YJR145C	4932.YKL203C	reaction		t	t	904
4932.YLR113W	4932.YPR048W	ptmod		t	f	181
4932.YLR113W	4932.YPR048W	expression	inhibition	t	t	175
4932.YLR113W	4932.YPR048W	activation	activation	t	t	187
4932.YGL076C	4932.YKR094C	reaction		f	f	286
4932.YGL076C	4932.YKR094C	catalysis		t	t	286
4932.YGL076C	4932.YKR094C	binding		f	t	286
4932.YGR155W	4932.YGR263C	ptmod		f	f	221
4932.YGR155W	4932.YGR263C	inhibition	inhibition	f	t	221
4932.YGL044C	4932.YMR137C	catalysis		t	t	227
4932.YGL044C	4932.YMR137C	activation	activation	t	t	188
4932.YGL044C	4932.YMR137C	binding		f	f	226
4932.YGL044C	4932.YMR137C	reaction		t	t	227
4932.YCL024W	4932.YGR059W	binding		f	f	654
4932.YML064C	4932.YPR029C	reaction		t	f	212
4932.YML064C	4932.YPR029C	binding		f	f	213
4932.YDR454C	4932.YHR205W	reaction		t	t	194
4932.YDR454C	4932.YHR205W	binding		f	f	200
4932.YDR454C	4932.YHR205W	catalysis		t	f	212
4932.YGL076C	4932.YLR448W	binding		f	t	941
4932.YGL076C	4932.YLR448W	catalysis		t	t	570
4932.YGL076C	4932.YLR448W	reaction		t	f	570
4932.YHR099W	4932.YJL081C	activation	activation	t	f	185
4932.YHR099W	4932.YJL081C	ptmod		t	t	169
4932.YHR099W	4932.YJL081C	binding		f	f	974
4932.YGR152C	4932.YMR037C	expression	inhibition	t	f	165
4932.YGR152C	4932.YMR037C	activation	activation	t	f	181
4932.YGR152C	4932.YMR037C	binding		f	t	183
4932.YER105C	4932.YOR098C	reaction		f	f	551
4932.YER105C	4932.YOR098C	catalysis		t	t	551
4932.YER105C	4932.YOR098C	activation	activation	t	f	551
4932.YER105C	4932.YOR098C	binding		f	t	549
4932.YBR079C	4932.YKR057W	reaction		t	t	961
4932.YBR079C	4932.YKR057W	binding		f	f	961
4932.YPL252C	4932.YPR067W	binding		f	t	315
4932.YLR448W	4932.YMR125W	binding		f	f	901
4932.YLR448W	4932.YMR125W	catalysis		t	t	901
4932.YLR448W	4932.YMR125W	reaction		t	t	901
4932.YDR253C	4932.YKR055W	binding		f	t	175
4932.YDR253C	4932.YKR055W	activation	activation	t	t	163
4932.YDR253C	4932.YKR055W	expression	inhibition	t	t	181
4932.YLR429W	4932.YPR125W	binding		f	t	701
4932.YER177W	4932.YMR001C	activation	activation	t	f	196
4932.YER177W	4932.YMR001C	reaction		t	t	286
4932.YER177W	4932.YMR001C	catalysis		t	f	286
4932.YER177W	4932.YMR001C	binding		f	f	286
4932.YKR055W	4932.YNL079C	binding		f	f	161
4932.YDR457W	4932.YGL087C	reaction		t	t	901
4932.YDR457W	4932.YGL087C	catalysis		t	f	901
4932.YDR457W	4932.YGL087C	binding		f	f	901
4932.YJR035W	4932.YOR210W	binding		f	f	900
4932.YJR035W	4932.YOR210W	catalysis		t	t	900
4932.YJR035W	4932.YOR210W	reaction		t	t	900
4932.YDL061C	4932.YGR034W	binding		f	t	570
4932.YDL061C	4932.YGR034W	reaction		f	f	570
4932.YDL061C	4932.YGR034W	catalysis		t	f	570
4932.YGR133W	4932.YNL068C	ptmod		t	t	159
4932.YGR133W	4932.YNL068C	binding		f	t	159
4932.YBR089C-A	4932.YFR038W	binding		f	f	187
4932.YBR089C-A	4932.YFR038W	activation	activation	t	f	189
4932.YBR088C	4932.YGL242C	catalysis		t	t	187
4932.YBR088C	4932.YGL242C	binding		f	t	187
4932.YGR040W	4932.YIL061C	ptmod		t	t	183
4932.YHL015W	4932.YLR367W	binding		f	t	961
4932.YHL015W	4932.YLR367W	reaction		f	f	961
4932.YHL015W	4932.YLR367W	catalysis		t	f	961
4932.YFR023W	4932.YLL066C	reaction		t	t	188
4932.YFR023W	4932.YLL066C	binding		f	t	188
4932.YFR023W	4932.YLL066C	catalysis		t	f	188
4932.YER089C	4932.YLR362W	activation	activation	f	f	202
4932.YER089C	4932.YLR362W	ptmod		t	t	181
4932.YER089C	4932.YLR362W	binding		f	f	187
4932.YDR041W	4932.YPL237W	binding		f	f	428
4932.YDR041W	4932.YPL237W	activation	activation	t	f	422
4932.YDR041W	4932.YPL237W	reaction		t	f	428
4932.YOR096W	4932.YOR312C	catalysis		t	f	573
4932.YOR096W	4932.YOR312C	binding		f	t	941
4932.YOR096W	4932.YOR312C	reaction		t	f	573
4932.YDR406W	4932.YOL128C	ptmod		t	f	185
4932.YDR406W	4932.YOL128C	expression		t	f	152
4932.YDR406W	4932.YOL128C	binding		f	f	181
4932.YER103W	4932.YNL128W	ptmod		t	t	181
4932.YER103W	4932.YNL128W	catalysis		t	t	440
4932.YER103W	4932.YNL128W	binding		f	f	440
4932.YER103W	4932.YNL128W	reaction		t	t	440
4932.YMR068W	4932.YOR039W	ptmod		f	f	333
4932.YMR068W	4932.YOR039W	activation	activation	f	f	333
4932.YDL198C	4932.YKL190W	activation	activation	t	f	187
4932.YDR098C	4932.YKL073W	reaction		t	t	187
4932.YDR098C	4932.YKL073W	expression		t	t	187
4932.YDR098C	4932.YKL073W	binding		f	t	185
4932.YAL017W	4932.YPR187W	activation	activation	t	t	193
4932.YAL017W	4932.YPR187W	reaction		t	f	187
4932.YML049C	4932.YNL290W	reaction		t	f	900
4932.YML049C	4932.YNL290W	binding		f	t	900
4932.YML049C	4932.YNL290W	catalysis		t	f	900
4932.YDL083C	4932.YLR388W	reaction		t	t	570
4932.YDL083C	4932.YLR388W	binding		f	t	570
4932.YDL083C	4932.YLR388W	catalysis		t	f	570
4932.YDR507C	4932.YOR257W	reaction		t	t	158
4932.YDR507C	4932.YOR257W	ptmod		t	t	158
4932.YDR507C	4932.YOR257W	binding		f	t	158
4932.YGR218W	4932.YLR335W	reaction		t	f	569
4932.YGR218W	4932.YLR335W	binding		f	f	850
4932.YGR218W	4932.YLR335W	activation	activation	t	f	636
4932.YGR218W	4932.YLR335W	catalysis		t	t	569
4932.YAR073W	4932.YLR258W	ptmod		f	f	189
4932.YAR073W	4932.YLR258W	inhibition	inhibition	f	t	189
4932.YBR009C	4932.YNL068C	activation	activation	t	f	183
4932.YBR009C	4932.YNL068C	ptmod		t	t	173
4932.YBR009C	4932.YNL068C	binding		f	f	181
4932.YKR065C	4932.YLR008C	binding		f	f	929
4932.YKR065C	4932.YLR008C	catalysis		t	t	900
4932.YKR065C	4932.YLR008C	reaction		t	t	900
4932.YER028C	4932.YLR180W	expression	inhibition	t	t	158
4932.YER028C	4932.YLR180W	activation	activation	t	t	183
4932.YLL024C	4932.YMR276W	reaction		f	f	155
4932.YLL024C	4932.YMR276W	binding		f	f	155
4932.YLL024C	4932.YMR276W	catalysis		t	t	155
4932.YDR311W	4932.YGR274C	binding		f	f	910
4932.YDR311W	4932.YGR274C	reaction		f	f	910
4932.YDR311W	4932.YGR274C	catalysis		t	t	910
4932.YDR404C	4932.YGR246C	reaction		t	t	428
4932.YDR404C	4932.YGR246C	binding		f	f	428
4932.YDR404C	4932.YGR246C	catalysis		t	t	428
4932.YDL070W	4932.YDR092W	binding		f	f	187
4932.YKL139W	4932.YNL230C	catalysis		t	f	156
4932.YKL139W	4932.YNL230C	binding		f	t	753
4932.YKL139W	4932.YNL230C	reaction		t	t	156
4932.YMR139W	4932.YPR052C	activation	activation	t	f	152
4932.YMR139W	4932.YPR052C	binding		f	f	183
4932.YEL037C	4932.YNL284C	catalysis		t	f	169
4932.YEL037C	4932.YNL284C	binding		f	t	169
4932.YEL037C	4932.YNL284C	reaction		t	f	169
4932.YDR146C	4932.YKL193C	binding		f	t	155
4932.YDR146C	4932.YKL193C	activation	activation	t	t	155
4932.YDR146C	4932.YKL193C	reaction		t	f	155
4932.YDR146C	4932.YKL193C	catalysis		t	f	155
4932.YAL024C	4932.YJL056C	binding		f	t	169
4932.YAL024C	4932.YJL056C	activation	activation	t	t	183
4932.YCR063W	4932.YKL078W	binding		f	f	317
4932.YCR063W	4932.YKL078W	catalysis		t	t	317
4932.YCR063W	4932.YKL078W	reaction		t	t	317
4932.YBR195C	4932.YGR252W	reaction		t	t	188
4932.YBR195C	4932.YGR252W	binding		f	f	189
4932.YBR195C	4932.YGR252W	catalysis		t	t	192
4932.YDL029W	4932.YNL217W	binding		f	t	158
4932.YFL034C-A	4932.YHR147C	catalysis		t	t	345
4932.YFL034C-A	4932.YHR147C	binding		f	f	345
4932.YFL034C-A	4932.YHR147C	reaction		t	t	345
4932.YLR229C	4932.YLR369W	expression	inhibition	t	t	154
4932.YLR229C	4932.YLR369W	binding		f	t	154
4932.YBR283C	4932.YDL083C	binding		f	f	252
4932.YBR283C	4932.YDL083C	reaction		f	f	252
4932.YMR068W	4932.YPL256C	binding		f	t	154
4932.YMR068W	4932.YPL256C	activation	activation	f	f	154
4932.YMR068W	4932.YPL256C	expression		t	t	154
4932.YMR068W	4932.YPL256C	catalysis		t	f	154
4932.YMR068W	4932.YPL256C	reaction		t	t	154
4932.YMR068W	4932.YPL256C	ptmod		f	f	154
4932.YGL115W	4932.YGL210W	binding		f	f	169
4932.YGL115W	4932.YGL210W	activation	activation	t	t	183
4932.YGL115W	4932.YGL210W	catalysis		t	t	188
4932.YNL162W	4932.YPR144C	binding		f	f	287
4932.YHL004W	4932.YLR325C	catalysis		t	t	475
4932.YHL004W	4932.YLR325C	binding		f	f	475
4932.YHL004W	4932.YLR325C	reaction		t	t	475
4932.YHR023W	4932.YMR288W	binding		f	t	296
4932.YIL112W	4932.YPL155C	binding		f	f	175
4932.YKL042W	4932.YLR045C	binding		f	t	709
4932.YEL037C	4932.YPR054W	reaction		t	t	157
4932.YEL037C	4932.YPR054W	binding		f	t	157
4932.YEL037C	4932.YPR054W	catalysis		t	t	157
4932.YBR109C	4932.YER103W	binding		f	f	188
4932.YKL180W	4932.YOR096W	reaction		t	f	955
4932.YKL180W	4932.YOR096W	binding		f	t	955
4932.YKL180W	4932.YOR096W	catalysis		t	f	955
4932.YDR177W	4932.YJL047C	binding		f	t	394
4932.YDR177W	4932.YJL047C	reaction		t	f	394
4932.YDR177W	4932.YJL047C	catalysis		t	f	394
4932.YGL242C	4932.YPR186C	expression		t	t	159
4932.YGL242C	4932.YPR186C	catalysis		t	t	187
4932.YGL242C	4932.YPR186C	binding		f	t	181
4932.YGL242C	4932.YPR186C	activation	activation	t	f	163
4932.YGL242C	4932.YPR186C	reaction		t	f	163
4932.YGL242C	4932.YPR186C	inhibition	inhibition	t	f	163
4932.YML025C	4932.YOL111C	reaction		t	f	215
4932.YML025C	4932.YOL111C	binding		f	t	215
4932.YML025C	4932.YOL111C	catalysis		t	f	215
4932.YGL112C	4932.YLR410W	binding		f	f	199
4932.YDL140C	4932.YFR037C	binding		f	f	258
4932.YDL140C	4932.YFR037C	activation	activation	t	f	258
4932.YGL076C	4932.YGR296W	reaction		t	f	188
4932.YGL076C	4932.YGR296W	catalysis		t	t	188
4932.YGL076C	4932.YGR296W	binding		f	f	188
4932.YDL056W	4932.YPL242C	binding		f	f	181
4932.YDL056W	4932.YPL242C	activation	activation	t	t	187
4932.YIL133C	4932.YLR367W	binding		f	t	955
4932.YIL133C	4932.YLR367W	catalysis		t	f	955
4932.YIL133C	4932.YLR367W	reaction		t	t	955
4932.YDR139C	4932.YPR173C	catalysis		t	f	172
4932.YBR169C	4932.YIL022W	binding		f	f	460
4932.YBR169C	4932.YIL022W	catalysis		t	t	175
4932.YBR169C	4932.YIL022W	reaction		t	t	175
4932.YKL010C	4932.YLR167W	reaction		t	f	973
4932.YKL010C	4932.YLR167W	binding		f	f	973
4932.YKL010C	4932.YLR167W	catalysis		t	t	973
4932.YLR399C	4932.YNL068C	inhibition	inhibition	t	t	183
4932.YLR399C	4932.YNL068C	activation	activation	t	t	183
4932.YLR399C	4932.YNL068C	expression	inhibition	t	t	181
4932.YLR399C	4932.YNL068C	binding		f	f	185
4932.YLR399C	4932.YNL068C	ptmod		t	t	187
4932.YBR066C	4932.YDR436W	ptmod		t	f	159
4932.YBR066C	4932.YDR436W	binding		f	t	187
4932.YKR094C	4932.YMR182C	binding		f	t	161
4932.YKR094C	4932.YMR182C	reaction		f	f	161
4932.YKR094C	4932.YMR182C	catalysis		t	f	161
4932.YKL112W	4932.YPL122C	binding		f	t	720
4932.YDR247W	4932.YJR060W	activation	activation	t	t	185
4932.YDR247W	4932.YJR060W	expression		t	f	181
4932.YDR247W	4932.YJR060W	ptmod		t	t	165
4932.YCR005C	4932.YMR199W	binding		f	t	175
4932.YHL015W	4932.YKL003C	catalysis		t	f	551
4932.YHL015W	4932.YKL003C	binding		f	t	551
4932.YHL015W	4932.YKL003C	reaction		t	f	551
4932.YLR113W	4932.YLR357W	activation	activation	t	t	185
4932.YLR113W	4932.YLR357W	ptmod		t	t	163
4932.YBR031W	4932.YGR148C	reaction		t	t	570
4932.YBR031W	4932.YGR148C	catalysis		t	f	570
4932.YBR031W	4932.YGR148C	binding		f	f	570
4932.YBR279W	4932.YGL207W	reaction		f	f	748
4932.YBR279W	4932.YGL207W	binding		f	f	965
4932.YBR133C	4932.YLR357W	binding		f	f	506
4932.YBR133C	4932.YLR357W	catalysis		t	t	221
4932.YBR133C	4932.YLR357W	reaction		t	t	221
4932.YDR025W	4932.YNL122C	binding		f	f	278
4932.YHR203C	4932.YKL006W	reaction		t	t	570
4932.YHR203C	4932.YKL006W	binding		f	f	570
4932.YHR203C	4932.YKL006W	catalysis		t	t	570
4932.YJR145C	4932.YPR132W	reaction		t	f	570
4932.YJR145C	4932.YPR132W	binding		f	f	570
4932.YJR145C	4932.YPR132W	catalysis		t	t	570
4932.YNL096C	4932.YPL143W	reaction		t	t	570
4932.YNL096C	4932.YPL143W	catalysis		t	t	570
4932.YNL096C	4932.YPL143W	binding		f	t	570
4932.YBR180W	4932.YNL021W	activation	activation	t	f	185
4932.YBR180W	4932.YNL021W	expression		t	f	171
4932.YBR180W	4932.YNL021W	inhibition	inhibition	t	f	185
4932.YGL201C	4932.YJL115W	binding		f	t	329
4932.YGR152C	4932.YPL106C	binding		f	f	169
4932.YGR152C	4932.YPL106C	expression	inhibition	t	t	181
4932.YFL009W	4932.YPL239W	binding		f	t	187
4932.YFL009W	4932.YPL239W	ptmod		t	t	175
4932.YFL009W	4932.YPL239W	catalysis		t	f	224
4932.YFL009W	4932.YPL239W	reaction		t	f	224
4932.YNL180C	4932.YPL106C	binding		f	t	154
4932.YNL180C	4932.YPL106C	expression	inhibition	t	t	154
4932.YLL039C	4932.YOL111C	binding		f	t	623
4932.YLL039C	4932.YOL111C	reaction		f	f	623
4932.YLL039C	4932.YOL111C	catalysis		t	f	623
4932.YML064C	4932.YMR192W	reaction		t	t	169
4932.YML064C	4932.YMR192W	inhibition	inhibition	f	t	169
4932.YML064C	4932.YMR192W	activation	activation	t	f	169
4932.YML064C	4932.YMR192W	binding		f	f	169
4932.YDL155W	4932.YDR191W	binding		f	t	154
4932.YKL203C	4932.YLR399C	reaction		f	f	165
4932.YKL203C	4932.YLR399C	ptmod		t	t	165
4932.YKL203C	4932.YLR399C	catalysis		t	t	165
4932.YKL203C	4932.YLR399C	binding		f	f	165
4932.YGR220C	4932.YPL079W	catalysis		t	f	428
4932.YGR220C	4932.YPL079W	binding		f	t	428
4932.YGR220C	4932.YPL079W	reaction		t	f	428
4932.YBL105C	4932.YGR232W	ptmod		t	f	185
4932.YBL105C	4932.YGR232W	inhibition	inhibition	t	f	183
4932.YBL105C	4932.YGR232W	expression	inhibition	t	t	150
4932.YBL105C	4932.YGR232W	activation	activation	t	t	183
4932.YBL105C	4932.YGR232W	catalysis		t	t	188
4932.YBL105C	4932.YGR232W	binding		f	f	185
4932.YKL166C	4932.YMR036C	inhibition	inhibition	f	t	286
4932.YKL166C	4932.YMR036C	ptmod		t	t	183
4932.YER102W	4932.YHR015W	reaction		t	t	198
4932.YER102W	4932.YHR015W	catalysis		t	f	198
4932.YER102W	4932.YHR015W	binding		f	f	198
4932.YGL141W	4932.YMR104C	ptmod		t	f	154
4932.YGL141W	4932.YMR104C	binding		f	f	154
4932.YGL141W	4932.YMR104C	inhibition	inhibition	f	t	154
4932.YBR154C	4932.YGR063C	catalysis		t	t	905
4932.YBR154C	4932.YGR063C	binding		f	t	905
4932.YBR154C	4932.YGR063C	reaction		t	t	905
4932.YJR068W	4932.YOR330C	binding		f	f	152
4932.YER051W	4932.YLR131C	binding		f	t	159
4932.YER051W	4932.YLR131C	reaction		t	f	159
4932.YER051W	4932.YLR131C	catalysis		t	f	159
4932.YDR237W	4932.YDR382W	reaction		t	f	226
4932.YDR237W	4932.YDR382W	catalysis		t	t	226
4932.YDR237W	4932.YDR382W	binding		f	f	226
4932.YBR065C	4932.YKR048C	binding		f	t	284
4932.YFR032C-A	4932.YML063W	catalysis		t	f	961
4932.YFR032C-A	4932.YML063W	binding		f	t	961
4932.YFR032C-A	4932.YML063W	reaction		t	f	961
4932.YEL026W	4932.YHL015W	catalysis		t	t	240
4932.YEL026W	4932.YHL015W	binding		f	t	716
4932.YEL026W	4932.YHL015W	reaction		t	t	716
4932.YJL102W	4932.YOR288C	binding		f	t	187
4932.YDL155W	4932.YMR182C	ptmod		f	f	188
4932.YDL155W	4932.YMR182C	inhibition	inhibition	t	f	181
4932.YDL155W	4932.YMR182C	activation	activation	t	f	181
4932.YDL155W	4932.YMR182C	expression		t	t	152
4932.YDL155W	4932.YMR182C	catalysis		t	f	181
4932.YDL155W	4932.YMR182C	reaction		t	f	181
4932.YNR034W	4932.YPL106C	binding		f	f	191
4932.YMR230W	4932.YNL096C	reaction		t	f	570
4932.YMR230W	4932.YNL096C	binding		f	f	570
4932.YMR230W	4932.YNL096C	catalysis		t	t	570
4932.YDL084W	4932.YNR011C	catalysis		t	t	175
4932.YDL084W	4932.YNR011C	binding		f	f	175
4932.YDL084W	4932.YNR011C	reaction		t	t	175
4932.Q0130	4932.YBL099W	reaction		f	f	787
4932.Q0130	4932.YBL099W	catalysis		t	t	787
4932.Q0130	4932.YBL099W	binding		f	t	936
4932.YGR092W	4932.YML081W	binding		f	t	158
4932.YGR092W	4932.YML081W	activation	activation	f	f	158
4932.YMR143W	4932.YOR396W	binding		f	f	163
4932.YMR143W	4932.YOR396W	catalysis		t	t	163
4932.YMR143W	4932.YOR396W	reaction		t	t	163
4932.YAL047C	4932.YLR179C	binding		f	t	287
4932.YER045C	4932.YJR065C	binding		f	t	185
4932.YER045C	4932.YJR065C	activation	activation	t	t	185
4932.YKL203C	4932.YMR033W	ptmod		t	t	169
4932.YKL203C	4932.YMR033W	binding		f	t	188
4932.YKL203C	4932.YMR033W	activation	activation	t	f	185
4932.YBR023C	4932.YGR052W	expression		t	f	183
4932.YBR023C	4932.YGR052W	activation	activation	t	f	185
4932.YJL095W	4932.YMR104C	ptmod		t	f	188
4932.YJL095W	4932.YMR104C	inhibition	inhibition	f	t	573
4932.YJL095W	4932.YMR104C	binding		f	f	189
4932.YJL095W	4932.YMR104C	activation	activation	f	f	220
4932.YJL095W	4932.YMR104C	catalysis		t	f	915
4932.YDR092W	4932.YDR224C	binding		f	t	936
4932.YDR092W	4932.YDR224C	activation	activation	t	t	187
4932.YDR092W	4932.YDR224C	ptmod		t	t	183
4932.YDR092W	4932.YDR224C	catalysis		t	f	936
4932.YDR092W	4932.YDR224C	reaction		t	t	936
4932.YBR114W	4932.YDR146C	reaction		t	t	188
4932.YBR114W	4932.YDR146C	binding		f	t	188
4932.YBR114W	4932.YDR146C	activation	activation	t	t	175
4932.YBR114W	4932.YDR146C	catalysis		t	f	188
4932.YBR182C	4932.YCR065W	binding		f	t	543
4932.YBR182C	4932.YCR065W	activation	activation	t	f	187
4932.YDR075W	4932.YOR211C	ptmod		t	t	172
4932.YDR075W	4932.YOR211C	activation	activation	t	t	187
4932.YER172C	4932.YNR011C	reaction		t	t	578
4932.YER172C	4932.YNR011C	catalysis		t	t	578
4932.YER172C	4932.YNR011C	binding		f	f	578
4932.YDR115W	4932.YER050C	reaction		t	t	773
4932.YDR115W	4932.YER050C	binding		f	t	773
4932.YDR115W	4932.YER050C	ptmod		t	t	226
4932.YDR115W	4932.YER050C	catalysis		t	f	773
4932.YJR032W	4932.YNL175C	catalysis		t	t	189
4932.YJR032W	4932.YNL175C	binding		f	t	189
4932.YJR032W	4932.YNL175C	activation	activation	t	t	185
4932.YJR032W	4932.YNL175C	reaction		t	t	189
4932.YMR142C	4932.YNL284C	catalysis		t	f	428
4932.YMR142C	4932.YNL284C	binding		f	t	428
4932.YMR142C	4932.YNL284C	reaction		t	f	428
4932.YJL005W	4932.YOR381W	binding		f	t	165
4932.YJL005W	4932.YOR381W	activation	activation	t	t	165
4932.YJL005W	4932.YOR381W	expression	inhibition	t	t	165
4932.YBR164C	4932.YLR422W	reaction		t	t	204
4932.YBR164C	4932.YLR422W	binding		f	f	216
4932.YBR164C	4932.YLR422W	activation	activation	f	f	217
4932.YBR164C	4932.YLR422W	catalysis		t	f	213
4932.YIL133C	4932.YMR125W	reaction		t	t	900
4932.YIL133C	4932.YMR125W	catalysis		t	f	900
4932.YIL133C	4932.YMR125W	binding		f	t	900
4932.YEL037C	4932.YGL123W	catalysis		t	f	226
4932.YEL037C	4932.YGL123W	binding		f	t	226
4932.YEL037C	4932.YGL123W	reaction		t	f	226
4932.YGR003W	4932.YIL126W	binding		f	f	167
4932.YGR003W	4932.YIL126W	reaction		t	t	167
4932.YGR003W	4932.YIL126W	catalysis		t	f	167
4932.YER074W	4932.YPL237W	reaction		t	t	627
4932.YER074W	4932.YPL237W	activation	activation	t	f	420
4932.YER074W	4932.YPL237W	binding		f	f	627
4932.YGL078C	4932.YPL090C	binding		f	f	189
4932.YGL078C	4932.YPL090C	catalysis		t	t	189
4932.YGL078C	4932.YPL090C	reaction		t	t	189
4932.YBL105C	4932.YHR005C	activation	activation	f	f	546
4932.YBL105C	4932.YHR005C	ptmod		t	t	183
4932.YBL105C	4932.YHR005C	binding		f	f	187
4932.YBL105C	4932.YHR005C	catalysis		t	t	188
4932.YDL108W	4932.YOR224C	reaction		f	f	902
4932.YDL108W	4932.YOR224C	catalysis		t	t	902
4932.YDL108W	4932.YOR224C	binding		f	f	902
4932.YBR009C	4932.YGL163C	ptmod		t	f	163
4932.YBR009C	4932.YGL163C	activation	activation	t	f	188
4932.YBR009C	4932.YGL163C	catalysis		t	f	188
4932.YBR009C	4932.YGL163C	binding		f	f	188
4932.YBR009C	4932.YGL163C	reaction		t	t	188
4932.YJR010C-A	4932.YML055W	binding		f	f	900
4932.YNL307C	4932.YPL242C	reaction		t	t	185
4932.YNL307C	4932.YPL242C	ptmod		t	t	181
4932.YNL307C	4932.YPL242C	catalysis		t	t	185
4932.YNL307C	4932.YPL242C	binding		f	t	187
4932.YNL307C	4932.YPL242C	activation	activation	t	t	185
4932.YDR172W	4932.YGR085C	reaction		t	t	199
4932.YDR172W	4932.YGR085C	binding		f	t	199
4932.YDR172W	4932.YGR085C	catalysis		t	f	199
4932.YDL079C	4932.YIR026C	expression		t	t	161
