item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
4932.YBR136W	4932.YOL128C	catalysis		t	f	188
4932.YBR136W	4932.YOL128C	binding		f	t	188
4932.YBR136W	4932.YOL128C	activation	activation	t	t	183
4932.YBR136W	4932.YOL128C	ptmod		t	f	183
4932.YBR136W	4932.YOL128C	expression		t	t	163
4932.YBR136W	4932.YOL128C	inhibition	inhibition	f	f	188
4932.YBR136W	4932.YOL128C	reaction		t	f	188
4932.YDL140C	4932.YJL105W	catalysis		t	f	187
4932.YDL140C	4932.YJL105W	binding		f	t	187
4932.YDL140C	4932.YJL105W	reaction		f	f	187
4932.YJL129C	4932.YKL142W	binding		f	t	287
4932.YGL141W	4932.YPR173C	binding		f	f	165
4932.YKL006W	4932.YML026C	binding		f	f	570
4932.YKL006W	4932.YML026C	catalysis		t	t	570
4932.YKL006W	4932.YML026C	reaction		t	t	570
4932.YBR146W	4932.YPR166C	binding		f	t	779
4932.YBR146W	4932.YPR166C	reaction		f	f	779
4932.YBR146W	4932.YPR166C	catalysis		t	f	779
4932.YBL078C	4932.YPR180W	reaction		f	f	313
4932.YBL078C	4932.YPR180W	catalysis		t	t	313
4932.YBL078C	4932.YPR180W	activation	activation	f	f	315
4932.YBL078C	4932.YPR180W	binding		f	f	313
4932.Q0250	4932.YGR183C	binding		f	t	720
4932.YJL014W	4932.YPL213W	binding		f	f	185
4932.YJL014W	4932.YPL213W	activation	activation	f	f	188
4932.YJL014W	4932.YPL213W	ptmod		t	f	156
4932.YMR213W	4932.YMR240C	reaction		t	t	787
4932.YMR213W	4932.YMR240C	catalysis		t	t	787
4932.YMR213W	4932.YMR240C	binding		f	t	915
4932.YBR233W	4932.YPL064C	reaction		t	t	163
4932.YBR233W	4932.YPL064C	binding		f	t	163
4932.YBR233W	4932.YPL064C	catalysis		t	f	163
4932.YDL070W	4932.YNR023W	binding		f	t	193
4932.YDL070W	4932.YNR023W	reaction		t	f	190
4932.YDL056W	4932.YML088W	binding		f	t	187
4932.YDL056W	4932.YML088W	catalysis		t	f	185
4932.YDL056W	4932.YML088W	reaction		t	t	185
4932.YDL056W	4932.YML088W	ptmod		t	f	175
4932.YKL062W	4932.YPR048W	activation	activation	t	f	154
4932.YKL062W	4932.YPR048W	expression		t	t	161
4932.YKL062W	4932.YPR048W	inhibition	inhibition	t	t	181
4932.YGR123C	4932.YPL140C	inhibition	inhibition	f	t	193
4932.YGR123C	4932.YPL140C	activation	activation	t	t	187
4932.YDL042C	4932.YML109W	binding		f	f	654
4932.YEL037C	4932.YLR268W	catalysis		t	t	154
4932.YEL037C	4932.YLR268W	reaction		t	f	154
4932.YGL129C	4932.YOR063W	reaction		f	f	278
4932.YGL129C	4932.YOR063W	binding		f	f	278
4932.YGL129C	4932.YOR063W	catalysis		t	t	278
4932.YGR056W	4932.YNL307C	catalysis		t	t	181
4932.YGR056W	4932.YNL307C	activation	activation	t	t	181
4932.YGR056W	4932.YNL307C	binding		f	f	391
4932.YGR056W	4932.YNL307C	reaction		t	f	181
4932.YDR172W	4932.YNL301C	binding		f	f	200
4932.YDR172W	4932.YNL301C	catalysis		t	t	200
4932.YDR172W	4932.YNL301C	reaction		t	t	200
4932.YDR480W	4932.YGR040W	ptmod		f	f	800
4932.YDR480W	4932.YGR040W	binding		f	f	868
4932.YDR480W	4932.YGR040W	inhibition	inhibition	f	t	800
4932.YDR045C	4932.YHR143W-A	binding		f	t	974
4932.YDR045C	4932.YHR143W-A	activation	activation	t	f	188
4932.YDR045C	4932.YHR143W-A	reaction		t	t	958
4932.YDR045C	4932.YHR143W-A	inhibition	inhibition	t	f	188
4932.YDR045C	4932.YHR143W-A	catalysis		t	f	434
4932.YDR373W	4932.YDR510W	binding		f	f	156
4932.YDR373W	4932.YDR510W	reaction		t	f	156
4932.YER028C	4932.YHR079C	ptmod		f	f	188
4932.YER028C	4932.YHR079C	activation	activation	f	f	188
4932.YER028C	4932.YHR079C	expression		t	t	185
4932.YER028C	4932.YHR079C	binding		f	f	153
4932.YER028C	4932.YHR079C	catalysis		t	f	187
4932.YER028C	4932.YHR079C	reaction		f	f	185
4932.YCR009C	4932.YDR277C	binding		f	t	349
4932.YBR283C	4932.YPL081W	binding		f	t	252
4932.YBR283C	4932.YPL081W	reaction		t	t	252
4932.YKL045W	4932.YOL094C	reaction		t	t	946
4932.YKL045W	4932.YOL094C	binding		f	t	946
4932.YLR375W	4932.YNL307C	expression	inhibition	t	t	181
4932.YLR375W	4932.YNL307C	binding		f	f	153
4932.YLR375W	4932.YNL307C	catalysis		t	f	188
4932.YLR375W	4932.YNL307C	activation	activation	t	t	181
4932.YLR375W	4932.YNL307C	ptmod		f	f	189
4932.YNL005C	4932.YNR036C	reaction		t	t	517
4932.YNL005C	4932.YNR036C	catalysis		t	t	517
4932.YNL005C	4932.YNR036C	binding		f	t	517
4932.YGR207C	4932.YOR356W	catalysis		t	f	936
4932.YGR207C	4932.YOR356W	binding		f	f	394
4932.YML026C	4932.YOR182C	reaction		f	f	573
4932.YML026C	4932.YOR182C	binding		f	f	573
4932.YML026C	4932.YOR182C	catalysis		t	t	573
4932.YBR109C	4932.YOR233W	catalysis		t	f	188
4932.YBR109C	4932.YOR233W	binding		f	t	183
4932.YBR109C	4932.YOR233W	activation	activation	f	f	188
4932.YBR109C	4932.YOR233W	inhibition	inhibition	f	t	187
4932.YBR109C	4932.YOR233W	ptmod		t	t	153
4932.YGR052W	4932.YPR048W	activation	activation	t	f	185
4932.YGR052W	4932.YPR048W	ptmod		t	f	158
4932.YGR052W	4932.YPR048W	expression	inhibition	t	f	167
4932.YER122C	4932.YML012W	reaction		t	t	900
4932.YER122C	4932.YML012W	catalysis		t	f	900
4932.YER122C	4932.YML012W	binding		f	f	900
4932.YDL014W	4932.YDR064W	binding		f	f	772
4932.YLR357W	4932.YNL027W	binding		f	f	188
4932.YLR357W	4932.YNL027W	activation	activation	t	t	173
4932.YLR357W	4932.YNL027W	reaction		f	f	183
4932.YLR357W	4932.YNL027W	inhibition	inhibition	t	f	173
4932.YBR089C-A	4932.YPR013C	binding		f	f	183
4932.YBR089C-A	4932.YPR013C	expression		t	t	161
4932.YMR158W	4932.YNL137C	reaction		t	t	226
4932.YMR158W	4932.YNL137C	catalysis		t	f	226
4932.YMR158W	4932.YNL137C	binding		f	f	894
4932.YGL194C	4932.YNL030W	binding		f	t	222
4932.YGL194C	4932.YNL030W	reaction		t	f	185
4932.YGL194C	4932.YNL030W	catalysis		t	t	220
4932.YBR146W	4932.YLR441C	binding		f	f	345
4932.YBR146W	4932.YLR441C	catalysis		t	f	345
4932.YBR146W	4932.YLR441C	reaction		t	f	345
4932.YBL087C	4932.YLR441C	reaction		f	f	573
4932.YBL087C	4932.YLR441C	catalysis		t	t	573
4932.YBL087C	4932.YLR441C	binding		f	f	573
4932.YEL054C	4932.YPR054W	activation	activation	t	f	187
4932.YPL063W	4932.YPR110C	reaction		t	t	240
4932.YPL063W	4932.YPR110C	binding		f	t	240
4932.YPL063W	4932.YPR110C	catalysis		t	f	240
4932.YMR033W	4932.YPR141C	binding		f	f	165
4932.YMR033W	4932.YPR141C	activation	activation	f	f	165
4932.YMR033W	4932.YPR141C	reaction		t	t	165
4932.YJR045C	4932.YOR207C	catalysis		t	f	190
4932.YJR045C	4932.YOR207C	binding		f	t	190
4932.YJR045C	4932.YOR207C	reaction		t	f	190
4932.YCR071C	4932.YML009C	reaction		t	t	737
4932.YCR071C	4932.YML009C	binding		f	t	737
4932.YCR071C	4932.YML009C	catalysis		t	f	737
4932.YDL235C	4932.YIL147C	binding		f	f	706
4932.YDL235C	4932.YIL147C	activation	activation	f	f	993
4932.YDL235C	4932.YIL147C	inhibition	inhibition	f	t	631
4932.YDL235C	4932.YIL147C	ptmod		f	f	993
4932.YDL192W	4932.YMR037C	activation	activation	t	f	163
4932.YDL192W	4932.YMR037C	expression	inhibition	t	f	165
4932.YDL192W	4932.YMR037C	binding		f	f	175
4932.YBR191W	4932.YLR325C	reaction		t	t	961
4932.YBR191W	4932.YLR325C	catalysis		t	f	961
4932.YBR191W	4932.YLR325C	binding		f	f	961
4932.YDR115W	4932.YGL068W	catalysis		t	t	749
4932.YDR115W	4932.YGL068W	binding		f	t	749
4932.YDR115W	4932.YGL068W	reaction		t	t	749
4932.YOL127W	4932.YOR167C	reaction		t	t	961
4932.YOL127W	4932.YOR167C	catalysis		t	f	961
4932.YOL127W	4932.YOR167C	binding		f	f	961
4932.YLR179C	4932.YOR150W	binding		f	f	589
4932.YLR179C	4932.YOR150W	reaction		f	f	595
4932.YLR179C	4932.YOR150W	catalysis		t	t	595
4932.YKL124W	4932.YOR233W	expression		t	t	181
4932.YKL124W	4932.YOR233W	binding		f	f	185
4932.YBR282W	4932.YDR012W	reaction		t	t	480
4932.YBR282W	4932.YDR012W	catalysis		t	t	480
4932.YBR282W	4932.YDR012W	binding		f	t	480
4932.YCR065W	4932.YER177W	binding		f	f	188
4932.YCR065W	4932.YER177W	inhibition	inhibition	f	t	237
4932.YHR005C	4932.YPL203W	activation	activation	f	f	394
4932.YHR005C	4932.YPL203W	binding		f	t	183
4932.YHR005C	4932.YPL203W	ptmod		f	f	394
4932.YBR245C	4932.YOR244W	catalysis		t	t	188
4932.YBR245C	4932.YOR244W	binding		f	t	188
4932.YBR245C	4932.YOR244W	activation	activation	t	f	169
4932.YCR084C	4932.YOL005C	reaction		t	f	904
4932.YCR084C	4932.YOL005C	binding		f	t	904
4932.YGL104C	4932.YPR068C	activation	activation	t	f	185
4932.YGL104C	4932.YPR068C	expression		t	f	171
4932.YGL104C	4932.YPR068C	inhibition	inhibition	t	f	188
4932.YER177W	4932.YPL213W	binding		f	t	215
4932.YER177W	4932.YPL213W	reaction		t	t	210
4932.YDL070W	4932.YDR167W	reaction		t	t	262
4932.YDL070W	4932.YDR167W	catalysis		t	f	262
4932.YDL070W	4932.YDR167W	binding		f	f	262
4932.YGR052W	4932.YMR068W	catalysis		t	t	187
4932.YGR052W	4932.YMR068W	activation	activation	t	t	177
4932.YGR052W	4932.YMR068W	binding		f	f	187
4932.YGR052W	4932.YMR068W	ptmod		t	t	187
4932.YGR052W	4932.YMR068W	inhibition	inhibition	f	f	183
4932.YGR052W	4932.YMR068W	expression	inhibition	t	f	181
4932.YFR005C	4932.YJR022W	binding		f	f	481
4932.YFR005C	4932.YJR022W	reaction		t	f	481
4932.YER056C-A	4932.YLR061W	reaction		t	t	570
4932.YER056C-A	4932.YLR061W	binding		f	t	570
4932.YER056C-A	4932.YLR061W	catalysis		t	f	570
4932.YHR148W	4932.YJR123W	catalysis		t	f	286
4932.YHR148W	4932.YJR123W	binding		f	t	286
4932.YHR148W	4932.YJR123W	reaction		t	f	286
4932.YIL095W	4932.YJR005W	reaction		t	t	515
4932.YIL095W	4932.YJR005W	binding		f	f	515
4932.YIL095W	4932.YJR005W	catalysis		t	t	515
4932.YDR004W	4932.YOL094C	reaction		t	f	213
4932.YDR004W	4932.YOL094C	catalysis		t	t	213
4932.YDR004W	4932.YOL094C	binding		f	f	213
4932.YJR065C	4932.YNL079C	reaction		f	f	199
4932.YJR065C	4932.YNL079C	binding		f	t	219
4932.YHR079C	4932.YOR016C	reaction		t	t	185
4932.YHR079C	4932.YOR016C	inhibition	inhibition	t	t	185
4932.YHR079C	4932.YOR016C	catalysis		t	t	185
4932.YHR079C	4932.YOR016C	binding		f	f	185
4932.YHR079C	4932.YOR016C	activation	activation	f	f	188
4932.YBL084C	4932.YDR264C	reaction		f	f	188
4932.YBL084C	4932.YDR264C	binding		f	f	188
4932.YBL084C	4932.YDR264C	catalysis		t	t	188
4932.YDL191W	4932.YKL156W	binding		f	f	573
4932.YDL191W	4932.YKL156W	catalysis		t	t	573
4932.YDL191W	4932.YKL156W	reaction		t	t	573
4932.YIL018W	4932.YMR121C	binding		f	t	570
4932.YIL018W	4932.YMR121C	reaction		f	f	573
4932.YIL018W	4932.YMR121C	catalysis		t	f	573
4932.YDR216W	4932.YPL150W	binding		f	f	153
4932.YDR216W	4932.YPL150W	activation	activation	t	t	181
4932.YDR216W	4932.YPL150W	ptmod		f	f	188
4932.YDR216W	4932.YPL150W	expression		t	t	185
4932.YDR216W	4932.YPL150W	catalysis		t	f	187
4932.YER013W	4932.YNL112W	catalysis		t	t	598
4932.YER013W	4932.YNL112W	reaction		f	f	598
4932.YER013W	4932.YNL112W	binding		f	t	598
4932.YBR164C	4932.YFL039C	reaction		t	t	188
4932.YBR164C	4932.YFL039C	activation	activation	t	f	183
4932.YBR164C	4932.YFL039C	binding		f	t	188
4932.YBR164C	4932.YFL039C	catalysis		t	f	183
4932.YGL031C	4932.YGL049C	reaction		t	f	903
4932.YGL031C	4932.YGL049C	catalysis		t	t	903
4932.YGL031C	4932.YGL049C	binding		f	t	903
4932.YDR041W	4932.YMR158W	reaction		t	f	345
4932.YDR041W	4932.YMR158W	binding		f	f	910
4932.YDR041W	4932.YMR158W	catalysis		t	t	345
4932.YBL056W	4932.YDR059C	catalysis		t	t	188
4932.YBL056W	4932.YDR059C	activation	activation	t	f	185
4932.YBL056W	4932.YDR059C	reaction		t	t	188
4932.YGL123W	4932.YJL136C	catalysis		t	t	630
4932.YGL123W	4932.YJL136C	binding		f	t	630
4932.YGL123W	4932.YJL136C	reaction		t	t	630
4932.YGL070C	4932.YHR084W	catalysis		t	f	175
4932.YGL070C	4932.YHR084W	binding		f	t	175
4932.YGL070C	4932.YHR084W	reaction		t	f	175
4932.YDL056W	4932.YJR127C	expression	inhibition	t	f	165
4932.YDL056W	4932.YJR127C	binding		f	f	181
4932.YDL056W	4932.YJR127C	activation	activation	t	f	163
4932.YDL056W	4932.YJR127C	catalysis		t	t	187
4932.YDL056W	4932.YJR127C	reaction		f	f	163
4932.YDL056W	4932.YJR127C	inhibition	inhibition	t	f	163
4932.YLR229C	4932.YOR381W	activation	activation	f	f	203
4932.YLR229C	4932.YOR381W	reaction		t	t	189
4932.YLR229C	4932.YOR381W	binding		f	f	206
4932.YPL204W	4932.YPR165W	reaction		f	f	187
4932.YPL204W	4932.YPR165W	ptmod		t	t	187
4932.YPL204W	4932.YPR165W	binding		f	t	206
4932.YPL204W	4932.YPR165W	activation	activation	t	f	187
4932.YDR258C	4932.YGL136C	binding		f	t	179
4932.YDR507C	4932.YMR207C	activation	activation	t	t	522
4932.YDR507C	4932.YMR207C	ptmod		t	t	188
4932.YDR507C	4932.YMR207C	catalysis		t	t	628
4932.YDR507C	4932.YMR207C	binding		f	f	187
4932.YDR507C	4932.YMR207C	inhibition	inhibition	f	f	628
4932.YAL035W	4932.YGR027C	reaction		f	f	906
4932.YAL035W	4932.YGR027C	binding		f	t	906
4932.YDR004W	4932.YOR033C	binding		f	f	294
4932.YDR004W	4932.YOR033C	reaction		t	t	294
4932.YDR004W	4932.YOR033C	catalysis		t	f	219
4932.YBR118W	4932.YMR286W	binding		f	f	208
4932.YBR118W	4932.YMR286W	catalysis		t	t	208
4932.YBR118W	4932.YMR286W	reaction		t	t	208
4932.YGR085C	4932.YLR388W	catalysis		t	t	570
4932.YGR085C	4932.YLR388W	binding		f	f	570
4932.YGR085C	4932.YLR388W	reaction		t	t	570
4932.YHR079C	4932.YKR008W	activation	activation	t	f	181
4932.YHR079C	4932.YKR008W	reaction		t	t	181
4932.YHR079C	4932.YKR008W	binding		f	t	181
4932.YHR079C	4932.YKR008W	catalysis		t	f	181
4932.YGR003W	4932.YOL128C	binding		f	f	156
4932.YGR003W	4932.YOL128C	reaction		t	f	156
4932.YGR003W	4932.YOL128C	inhibition	inhibition	t	t	156
4932.YDL083C	4932.YJL190C	binding		f	f	941
4932.YDL083C	4932.YJL190C	catalysis		t	t	570
4932.YDL083C	4932.YJL190C	reaction		t	t	570
4932.YMR152W	4932.YPL106C	binding		f	f	191
4932.YPL184C	4932.YPL204W	ptmod		t	f	150
4932.YPL184C	4932.YPL204W	binding		f	t	150
4932.YEL022W	4932.YGR152C	binding		f	t	188
4932.YEL022W	4932.YGR152C	activation	activation	t	t	183
4932.YEL022W	4932.YGR152C	catalysis		t	f	188
4932.YEL022W	4932.YGR152C	reaction		t	t	188
4932.YGR214W	4932.YOR187W	binding		f	f	342
4932.YGR214W	4932.YOR187W	catalysis		t	t	217
4932.YGR214W	4932.YOR187W	reaction		t	t	254
4932.YDL164C	4932.YMR284W	reaction		t	t	550
4932.YDL164C	4932.YMR284W	binding		f	t	550
4932.YDL164C	4932.YMR284W	catalysis		t	f	550
4932.YDR436W	4932.YGL254W	binding		f	t	187
4932.YDR436W	4932.YGL254W	ptmod		t	t	159
4932.YCL064C	4932.YMR124W	binding		f	f	181
4932.YBR114W	4932.YDR409W	catalysis		t	f	156
4932.YBR114W	4932.YDR409W	binding		f	f	156
4932.YAR003W	4932.YCR072C	reaction		t	f	201
4932.YAR003W	4932.YCR072C	binding		f	t	428
4932.YAR003W	4932.YCR072C	catalysis		t	f	188
4932.YDR043C	4932.YDR510W	ptmod		t	f	156
4932.YDR043C	4932.YDR510W	binding		f	f	156
4932.YDR043C	4932.YDR510W	catalysis		t	t	156
4932.YDR043C	4932.YDR510W	reaction		t	t	156
4932.YDR054C	4932.YER179W	binding		f	t	188
4932.YDR054C	4932.YER179W	activation	activation	t	t	187
4932.YDL079C	4932.YDR466W	ptmod		t	t	179
4932.YDL079C	4932.YDR466W	binding		f	t	188
4932.YDL079C	4932.YDR466W	catalysis		t	t	188
4932.YDL079C	4932.YDR466W	activation	activation	t	t	188
4932.YDL079C	4932.YDR466W	reaction		f	f	188
4932.YHR026W	4932.YPR020W	catalysis		t	t	152
4932.YHR026W	4932.YPR020W	binding		f	f	752
4932.YHR026W	4932.YPR020W	reaction		t	t	152
4932.YGL190C	4932.YGR161C	binding		f	t	285
4932.YKL156W	4932.YLR287C-A	catalysis		t	f	573
4932.YKL156W	4932.YLR287C-A	reaction		t	f	573
4932.YKL156W	4932.YLR287C-A	binding		f	t	573
4932.YDR416W	4932.YDR473C	reaction		t	t	787
4932.YDR416W	4932.YDR473C	binding		f	t	787
4932.YEL037C	4932.YKL002W	binding		f	t	165
4932.YEL037C	4932.YKL002W	reaction		t	t	165
4932.YDR212W	4932.YOR020C	expression	inhibition	t	f	188
4932.YDR212W	4932.YOR020C	binding		f	f	266
4932.YCR084C	4932.YER029C	reaction		f	f	900
4932.YCR084C	4932.YER029C	binding		f	t	900
4932.YBL076C	4932.YNL229C	binding		f	f	195
4932.YDL047W	4932.YOR257W	inhibition	inhibition	f	t	189
4932.YDL047W	4932.YOR257W	expression		t	t	161
4932.YDL047W	4932.YOR257W	binding		f	f	189
4932.YDL047W	4932.YOR257W	activation	activation	f	f	189
4932.YDL047W	4932.YOR257W	catalysis		t	t	188
4932.YDL047W	4932.YOR257W	ptmod		f	f	189
4932.YDL047W	4932.YOR257W	reaction		t	t	189
4932.YBR182C	4932.YPL116W	activation	activation	t	f	188
4932.YBR182C	4932.YPL116W	expression	inhibition	t	f	188
4932.YBR182C	4932.YPL116W	binding		f	t	188
4932.YHR010W	4932.YJR094W-A	binding		f	f	570
4932.YHR010W	4932.YJR094W-A	catalysis		t	t	570
4932.YHR010W	4932.YJR094W-A	reaction		t	t	570
4932.YDR098C	4932.YJR051W	binding		f	f	187
4932.YBR191W	4932.YOL121C	binding		f	f	955
4932.YBR191W	4932.YOL121C	reaction		t	t	955
4932.YBR191W	4932.YOL121C	catalysis		t	f	955
4932.YGL078C	4932.YPR110C	binding		f	f	264
4932.YGL078C	4932.YPR110C	catalysis		t	t	189
4932.YGL078C	4932.YPR110C	reaction		t	t	264
4932.YDL007W	4932.YLL066C	binding		f	f	185
4932.YDL007W	4932.YLL066C	reaction		f	f	185
4932.YER111C	4932.YGR135W	catalysis		t	f	161
4932.YER111C	4932.YGR135W	binding		f	f	161
4932.YGL213C	4932.YOR014W	activation	activation	t	f	189
4932.YDL134C	4932.YDL155W	ptmod		t	t	185
4932.YDL134C	4932.YDL155W	catalysis		t	t	189
4932.YDL134C	4932.YDL155W	binding		f	t	189
4932.YDL134C	4932.YDL155W	reaction		t	t	189
4932.YDL070W	4932.YER177W	activation	activation	t	t	187
4932.YDL070W	4932.YMR199W	binding		f	f	157
4932.YDL070W	4932.YMR199W	expression		t	t	157
4932.YNL139C	4932.YOR396W	reaction		t	f	165
4932.YNL139C	4932.YOR396W	catalysis		t	t	165
4932.YNL139C	4932.YOR396W	binding		f	t	165
4932.YGL242C	4932.YPL038W	catalysis		t	t	187
4932.YGL242C	4932.YPL038W	binding		f	t	181
4932.YGL242C	4932.YPL038W	activation	activation	t	f	163
4932.YGL242C	4932.YPL038W	inhibition	inhibition	t	f	163
4932.YGL242C	4932.YPL038W	expression	inhibition	t	f	165
4932.YGL242C	4932.YPL038W	reaction		t	t	163
4932.YGR056W	4932.YPL165C	reaction		t	t	183
4932.YGR056W	4932.YPL165C	ptmod		t	f	169
4932.YGR056W	4932.YPL165C	expression		t	t	158
4932.YGR056W	4932.YPL165C	catalysis		t	f	183
4932.YGR056W	4932.YPL165C	binding		f	t	183
4932.YGR056W	4932.YPL165C	activation	activation	t	t	158
4932.YER066W	4932.YGL058W	reaction		t	f	241
4932.YER066W	4932.YGL058W	binding		f	f	241
4932.YER066W	4932.YGL058W	catalysis		t	t	241
4932.YGR158C	4932.YOL021C	binding		f	t	959
4932.YIL001W	4932.YNR012W	catalysis		t	t	192
4932.YIL001W	4932.YNR012W	binding		f	t	165
4932.YIL001W	4932.YNR012W	activation	activation	t	t	185
4932.YNR037C	4932.YPR132W	reaction		f	f	351
4932.YNR037C	4932.YPR132W	catalysis		t	t	351
4932.YNR037C	4932.YPR132W	binding		f	f	345
4932.YDR217C	4932.YMR068W	catalysis		t	t	190
4932.YDR217C	4932.YMR068W	binding		f	f	190
4932.YDR217C	4932.YMR068W	reaction		t	t	190
4932.YJL102W	4932.YLR438C-A	binding		f	f	347
4932.YJL102W	4932.YLR438C-A	reaction		t	f	351
4932.YCL024W	4932.YPR204W	activation	activation	t	t	187
4932.YCL024W	4932.YPR204W	binding		f	f	150
4932.YPL038W	4932.YPR086W	reaction		f	f	221
4932.YPL038W	4932.YPR086W	catalysis		t	t	221
4932.YPL038W	4932.YPR086W	binding		f	t	222
4932.YMR106C	4932.YMR284W	binding		f	t	986
4932.YMR106C	4932.YMR284W	reaction		f	f	787
4932.YMR106C	4932.YMR284W	catalysis		t	f	787
4932.YCR027C	4932.YIL118W	inhibition	inhibition	f	t	223
4932.YCR027C	4932.YIL118W	activation	activation	f	f	218
4932.YCR027C	4932.YIL118W	expression	inhibition	t	t	171
4932.YCR027C	4932.YIL118W	binding		f	f	188
4932.YCR027C	4932.YIL118W	catalysis		t	f	211
4932.YKL080W	4932.YPR036W	reaction		f	f	729
4932.YKL080W	4932.YPR036W	binding		f	t	977
4932.YDR471W	4932.YNL081C	binding		f	f	493
4932.YDR471W	4932.YNL081C	catalysis		t	t	493
4932.YDR471W	4932.YNL081C	reaction		t	t	493
4932.YBR009C	4932.YDR139C	activation	activation	t	f	187
4932.YBR009C	4932.YDR139C	reaction		t	f	187
4932.YBR009C	4932.YDR139C	catalysis		t	t	187
4932.YHR010W	4932.YKL009W	reaction		t	t	215
4932.YHR010W	4932.YKL009W	catalysis		t	t	215
4932.YHR010W	4932.YKL009W	binding		f	t	215
4932.YPL243W	4932.YPR088C	reaction		f	f	603
4932.YPL243W	4932.YPR088C	binding		f	t	968
4932.YLR344W	4932.YOL120C	reaction		t	t	955
4932.YLR344W	4932.YOL120C	catalysis		t	t	955
4932.YLR344W	4932.YOL120C	binding		f	t	955
4932.YLR167W	4932.YLR216C	binding		f	f	159
4932.YLR167W	4932.YLR216C	catalysis		t	t	159
4932.YLR167W	4932.YLR216C	reaction		t	t	159
4932.YIL001W	4932.YLR262C	activation	activation	t	f	169
4932.YFL044C	4932.YLR397C	binding		f	t	623
4932.YHR143W-A	4932.YKR081C	binding		f	f	193
4932.YGR092W	4932.YPR013C	binding		f	t	158
4932.YGR092W	4932.YPR013C	activation	activation	f	f	158
4932.YGR100W	4932.YNL098C	reaction		f	f	169
4932.YGR100W	4932.YNL098C	inhibition	inhibition	f	t	169
4932.YGR100W	4932.YNL098C	activation	activation	t	t	169
4932.YGR100W	4932.YNL098C	binding		f	f	169
4932.YDL192W	4932.YGR040W	activation	activation	t	f	183
4932.YDL192W	4932.YGR040W	inhibition	inhibition	f	t	188
4932.YDL192W	4932.YGR040W	binding		f	t	188
4932.YDL192W	4932.YGR040W	catalysis		t	f	188
4932.YDL192W	4932.YGR040W	reaction		t	t	188
4932.YDL192W	4932.YGR040W	ptmod		t	f	181
4932.YGR278W	4932.YJL225C	reaction		t	t	200
4932.YGR278W	4932.YJL225C	binding		f	t	200
4932.YGR278W	4932.YJL225C	catalysis		t	f	200
4932.YGL254W	4932.YJL168C	binding		f	f	188
4932.YGL254W	4932.YJL168C	catalysis		t	t	188
4932.YGL254W	4932.YJL168C	reaction		t	t	188
4932.YAL029C	4932.YBR164C	ptmod		t	f	171
4932.YAL029C	4932.YBR164C	activation	activation	f	f	183
4932.YAL029C	4932.YBR164C	expression		t	f	151
4932.YAL029C	4932.YBR164C	binding		f	f	188
4932.YAL029C	4932.YBR164C	catalysis		t	t	188
4932.YAL029C	4932.YBR164C	reaction		t	t	188
4932.YHR079C	4932.YLL050C	inhibition	inhibition	f	t	217
4932.YHR079C	4932.YLL050C	activation	activation	t	t	187
4932.YHR079C	4932.YLL050C	catalysis		t	t	187
4932.YHR079C	4932.YLL050C	binding		f	f	187
4932.YHR079C	4932.YLL050C	reaction		f	f	187
4932.YHR079C	4932.YLL050C	ptmod		f	f	217
4932.YBL021C	4932.YMR176W	binding		f	t	167
4932.YBL021C	4932.YMR176W	activation	activation	t	f	167
4932.YBL021C	4932.YMR176W	reaction		f	f	167
4932.YBL021C	4932.YMR176W	catalysis		t	f	167
4932.YBL021C	4932.YLR210W	catalysis		t	f	152
4932.YBL021C	4932.YLR210W	binding		f	f	152
4932.YBL021C	4932.YLR210W	ptmod		t	f	152
4932.YBR081C	4932.YIL131C	binding		f	t	185
4932.YBR081C	4932.YIL131C	activation	activation	t	t	187
4932.YBR081C	4932.YIL131C	ptmod		t	t	187
4932.YBR081C	4932.YIL131C	expression	inhibition	t	t	157
4932.YBR081C	4932.YIL131C	inhibition	inhibition	t	t	183
4932.YCR027C	4932.YKL196C	binding		f	t	188
4932.YCR027C	4932.YKL196C	activation	activation	t	t	183
4932.YCR027C	4932.YKL196C	reaction		f	f	188
4932.YCR027C	4932.YKL196C	catalysis		t	f	188
4932.YLR438C-A	4932.YOR308C	binding		f	t	868
4932.YDR216W	4932.YNR032W	binding		f	t	185
4932.YDR216W	4932.YNR032W	ptmod		t	f	159
4932.YNL177C	4932.YNL252C	reaction		t	f	755
4932.YNL177C	4932.YNL252C	binding		f	f	755
4932.YNL177C	4932.YNL252C	catalysis		t	t	755
4932.YJR068W	4932.YPR010C	catalysis		t	f	153
4932.YJR068W	4932.YPR010C	binding		f	t	153
4932.YJR068W	4932.YPR010C	reaction		t	f	153
4932.YLR238W	4932.YMR068W	binding		f	t	188
4932.YLR238W	4932.YMR068W	reaction		f	f	188
4932.YLR238W	4932.YMR068W	catalysis		t	f	188
4932.YER040W	4932.YKR029C	expression	inhibition	t	f	156
4932.YER040W	4932.YKR029C	binding		f	f	150
4932.YER040W	4932.YKR029C	ptmod		t	f	156
4932.YHR066W	4932.YOR101W	binding		f	f	261
4932.YHR021C	4932.YLR333C	catalysis		t	f	955
4932.YHR021C	4932.YLR333C	binding		f	t	955
4932.YHR021C	4932.YLR333C	reaction		t	f	955
4932.YBR114W	4932.YPL154C	binding		f	t	685
4932.YKL170W	4932.YKL193C	binding		f	t	153
